emp_no,salary,from_date,to_date
12087,45432,1986-08-16,1987-08-16
12088,69081,1990-10-20,1991-10-20
12089,46288,1986-10-22,1987-10-22
12090,46269,1999-10-03,2000-10-02
12091,40000,1989-03-21,1990-03-21
12092,40000,1998-08-08,1999-08-08
12093,40000,1994-01-19,1995-01-19
12094,44788,1989-04-27,1990-04-27
12095,57978,1990-04-04,1991-04-03
12096,63911,1994-08-17,1995-08-17
12097,90243,1993-09-07,1994-09-07
12098,62575,1991-01-21,1992-01-21
12099,104610,1994-02-15,1995-02-15
12100,70999,1986-11-24,1987-11-24
12101,40000,1997-09-02,1998-09-02
12102,90853,1994-02-17,1995-02-17
12103,56188,1990-04-23,1991-04-23
12104,43465,1997-06-12,1998-06-12
12105,40000,1999-06-21,2000-06-20
12106,40000,1995-10-24,1996-10-23
12107,54485,1997-01-27,1998-01-27
12108,56691,1992-12-13,1993-12-13
12109,43689,1996-01-20,1997-01-19
12110,45382,1997-04-12,1998-04-12
12111,47294,1993-06-13,1994-06-13
12112,76538,1989-09-26,1990-09-26
12113,73294,1991-05-21,1991-07-15
12114,40000,1997-02-04,1998-02-04
12115,52562,1985-03-19,1986-03-19
12116,40813,1994-01-11,1995-01-11
12117,40000,1999-02-01,2000-02-01
12118,40000,1994-12-03,1995-12-03
12119,69109,1992-02-06,1993-02-05
12120,71783,1986-06-20,1987-06-20
12121,53929,1990-06-04,1991-06-04
12122,46398,1987-07-24,1988-07-23
12123,64879,1987-07-18,1988-07-17
12124,50872,1989-07-14,1990-07-14
12125,41215,1997-03-31,1998-03-31
12126,56921,1992-12-01,1993-12-01
12127,66740,1989-01-22,1990-01-22
12128,81527,1997-08-16,1998-08-16
12129,67618,1993-05-10,1994-05-10
12130,59494,1989-10-23,1990-10-23
12131,40000,1986-10-11,1987-10-11
12132,40000,1996-11-09,1997-11-09
12133,40000,1991-07-20,1992-07-19
12134,53503,1987-10-01,1988-09-30
12135,40000,1994-09-18,1995-06-03
12136,40000,1985-08-02,1986-08-02
12137,46294,1992-09-05,1993-09-05
12138,40000,1996-02-23,1997-02-22
12139,40000,1994-03-07,1995-03-07
12140,40000,1996-11-15,1997-11-15
12141,53897,1992-04-19,1993-04-19
12142,48378,1991-04-23,1992-04-22
12143,57666,1996-01-06,1997-01-05
12144,40000,1990-10-21,1991-10-21
12145,40000,1999-09-11,2000-09-10
12146,53521,1987-08-26,1988-08-25
12147,40000,1988-06-24,1989-06-24
12148,42040,1997-06-24,1997-11-21
12149,109934,1988-10-01,1989-10-01
12150,48057,1991-06-25,1992-06-24
12151,82191,1990-04-16,1991-04-16
12152,82078,1996-04-08,1997-04-08
12153,62254,1999-09-03,2000-09-02
12154,49909,1986-05-24,1987-05-24
12155,55355,1993-09-16,1994-09-16
12156,55022,1997-06-02,1997-08-11
12157,40000,1985-06-04,1986-06-04
12158,53389,1999-02-17,2000-02-17
12159,61210,1985-07-17,1986-07-17
12160,60391,1989-09-19,1990-09-19
12161,40000,1996-09-25,1997-09-25
12162,40000,1993-04-23,1994-04-23
12163,54110,1989-08-18,1990-08-18
12164,43366,1996-05-14,1997-05-14
12165,41951,1994-08-29,1995-08-29
12166,40000,1990-11-30,1991-11-30
12167,57757,1992-10-15,1993-10-15
12168,40000,1996-06-21,1997-06-21
12169,40000,1994-11-29,1995-11-29
12170,40000,1997-12-21,1998-12-21
12171,76375,1997-01-12,1998-01-12
12172,40000,1990-12-08,1991-12-08
12173,58321,1998-09-20,1999-09-20
12174,40000,1996-01-09,1997-01-08
12175,42918,1994-09-01,1995-09-01
12176,40000,1994-07-05,1995-07-05
12177,50570,1990-07-07,1991-07-07
12178,73367,1995-04-26,1996-04-25
12179,57733,1994-02-12,1995-02-12
12180,40000,1990-02-05,1991-02-05
12181,80475,1988-06-12,1989-06-12
12182,81444,1993-10-27,1994-10-27
12183,40000,1998-04-04,1999-04-04
12184,77277,1987-01-11,1988-01-11
12185,65420,1994-10-23,1995-10-23
12186,70221,1993-01-24,1994-01-24
12187,40000,1998-09-22,1999-09-22
12188,47964,1997-03-20,1998-03-20
12189,70923,1994-04-29,1995-04-29
12190,40000,1997-12-13,1998-12-13
12191,45307,1998-11-22,1999-11-22
12192,41625,1986-09-02,1987-09-02
12193,40000,1989-08-10,1990-08-10
12194,49340,1997-05-15,1998-05-15
12195,59882,1995-02-09,1996-02-09
12196,41979,1999-08-22,2000-08-21
12197,54456,1999-06-21,1999-07-17
12198,40313,1986-05-04,1987-05-04
12199,99287,1985-06-22,1986-06-22
12200,59884,1999-03-08,2000-03-07
12201,40000,1992-03-20,1993-03-20
12202,40000,1997-12-21,1998-12-21
12203,56668,1987-07-21,1988-07-20
12204,40000,1995-07-25,1996-07-24
12205,40000,1987-11-11,1988-11-10
12206,40000,1985-03-27,1986-03-27
12207,40000,1986-06-08,1987-06-08
12208,63683,1993-02-06,1994-02-06
12209,50420,1989-12-15,1990-12-15
12210,40000,1992-11-08,1993-11-08
12211,40000,1986-12-26,1987-12-26
12212,40000,1986-08-24,1987-08-24
12213,79834,1994-11-01,1995-11-01
12214,54681,1989-03-12,1990-03-12
12215,69252,1994-06-18,1995-06-18
12216,40000,1995-10-25,1996-10-24
12217,40000,1988-02-11,1989-02-10
12218,40000,1991-03-12,1992-03-11
12219,57507,1995-06-13,1996-06-12
12220,53075,1988-07-11,1989-07-11
12221,56736,1985-09-16,1986-09-16
12222,55840,1987-08-15,1988-08-14
12223,54459,1986-08-13,1987-08-13
12224,59714,1995-01-27,1996-01-27
12225,61090,1999-01-27,2000-01-27
12226,40000,1997-02-07,1998-02-07
12227,40000,1997-01-04,1998-01-04
12228,40000,1995-04-12,1996-04-11
12229,54321,1991-12-29,1992-12-27
12230,53692,1997-04-13,1998-04-13
12231,40000,1990-05-19,1991-05-19
12232,82709,1988-10-07,1989-10-07
12233,54678,1998-12-30,1999-12-30
12234,54921,1995-06-22,1996-06-21
12235,100755,1997-07-10,1998-07-10
12236,55907,1987-06-08,1988-06-07
12237,59019,1993-07-31,1994-07-31
12238,40000,1988-12-16,1989-12-16
12239,40000,1999-11-20,2000-11-19
12240,40000,1989-08-03,1990-08-03
12241,59930,1987-03-30,1988-03-29
12242,46911,1994-11-12,1995-11-12
12243,40785,1994-04-15,1995-04-15
12244,40000,1987-01-28,1988-01-28
12245,57640,1998-11-27,1999-11-27
12246,40000,1990-01-26,1991-01-26
12247,59183,1985-04-09,1986-04-09
12248,45054,1989-11-09,1990-10-20
12249,70099,1987-06-21,1988-06-20
12250,61573,1991-04-25,1992-04-24
12251,83518,1985-07-20,1986-07-20
12252,40000,1987-03-16,1988-03-15
12253,54124,1998-11-26,1999-11-26
12254,44848,1988-12-23,1989-10-31
12255,57304,1986-12-08,1987-12-08
12256,40000,1985-08-26,1986-08-26
12257,56495,1998-01-31,1998-06-11
12258,40748,1990-06-22,1991-06-22
12259,77426,1998-05-26,1999-05-26
12260,83671,1991-04-26,1991-05-09
12261,84058,1999-04-16,2000-04-15
12262,49633,1990-05-04,1991-05-04
12263,53078,1990-03-07,1991-03-07
12264,51816,1998-01-09,1999-01-09
12265,40000,1993-06-20,1994-06-20
12266,45079,1989-06-11,1990-06-11
12267,75510,1997-06-09,1998-06-09
12268,48612,1997-12-03,1998-12-03
12269,40000,1994-07-06,1995-07-06
12270,52840,1989-08-19,1990-08-19
12271,40000,1999-06-13,2000-06-12
12272,43811,1987-12-08,1988-12-07
12273,90736,1991-02-14,1992-02-14
12274,40000,1988-04-01,1989-01-18
12275,43671,1990-05-09,1991-05-09
12276,59844,1993-06-13,1994-06-13
12277,43960,1990-05-15,1991-05-15
12278,40000,1998-10-15,1999-10-15
12279,40000,1985-03-06,1986-03-06
12280,58288,1985-02-27,1986-02-27
12281,45417,1993-09-22,1994-09-22
12282,40000,1999-10-06,2000-10-05
12283,57626,1990-03-25,1991-03-25
12284,55920,1990-09-20,1991-09-20
12285,65800,1991-02-21,1992-02-21
12286,40000,1988-07-20,1989-07-20
12287,40000,1994-12-25,1995-12-25
12288,43296,1990-05-08,1991-05-08
12289,41606,1993-09-22,1994-03-15
12290,60429,1985-08-10,1986-08-10
12291,67506,1993-03-29,1994-03-29
12292,57645,1989-01-05,1990-01-05
12293,67543,1990-09-29,1990-10-15
12294,77586,1991-12-14,1992-12-13
12295,78131,1989-09-13,1990-03-27
12296,63405,1993-01-08,1994-01-08
12297,68376,1991-11-20,1992-11-19
12298,62015,1994-03-31,1995-03-31
12299,40000,1999-01-24,2000-01-23
12300,40000,1990-05-16,1991-05-16
12301,40835,1996-03-31,1997-03-31
12302,40000,1987-01-28,1988-01-28
12303,40000,1988-06-13,1988-07-19
12304,40000,1987-01-09,1988-01-09
12305,40000,2000-01-11,2001-01-10
12306,86718,1986-05-18,1987-05-18
12307,40000,1985-02-23,1986-02-23
12308,58741,1985-08-11,1986-08-11
12309,40000,1995-10-10,1996-10-09
12310,62984,1990-12-21,1991-12-21
12311,40000,1985-10-22,1986-10-22
12312,52344,1988-11-24,1989-11-24
12313,45777,1986-10-21,1987-10-21
12314,40000,1991-04-20,1992-04-19
12315,56609,1989-08-31,1990-08-31
12316,46261,1992-04-05,1993-04-05
12317,40000,1996-08-11,1997-08-11
12318,73225,1990-05-21,1991-05-21
12319,40000,1992-09-24,1993-09-24
12320,69973,1993-02-28,1994-02-28
12321,105071,1999-04-03,2000-04-02
12322,56115,1996-11-06,1997-11-06
12323,40000,1996-10-24,1997-10-24
12324,59755,1990-05-25,1991-05-25
12325,74200,1993-01-18,1994-01-18
12326,57236,1998-09-13,1999-09-13
12327,67449,1986-10-16,1987-10-16
12328,51299,1997-05-03,1998-05-03
12329,40000,1991-07-15,1992-07-14
12330,46984,1999-02-13,2000-02-13
12331,75852,1996-10-16,1997-10-16
12332,40000,1996-01-14,1997-01-13
12333,40000,1997-04-12,1998-04-12
12334,40000,1992-03-18,1993-03-18
12335,40000,1995-12-01,1996-11-30
12336,40000,1993-05-06,1994-05-06
12337,56100,1990-12-28,1991-12-28
12338,46270,1997-01-10,1998-01-10
12339,40000,1996-07-18,1997-07-18
12340,43440,1990-08-07,1991-08-07
12341,40000,1985-05-25,1986-05-25
12342,59976,1992-08-30,1993-08-30
12343,52134,1988-08-25,1989-08-25
12344,78222,1990-07-28,1991-07-28
12345,42222,1990-07-09,1991-07-09
12346,40000,1990-06-21,1991-06-21
12347,60248,1986-03-23,1987-03-23
12348,70107,1998-08-06,1999-08-06
12349,76760,1989-04-14,1990-04-14
12350,59528,1996-08-25,1997-08-25
12351,67969,1997-08-26,1998-08-26
12352,47968,1989-09-09,1990-09-09
12353,40000,1994-11-20,1995-11-20
12354,55329,1999-08-04,2000-08-03
12355,70724,1989-11-08,1990-11-08
12356,58494,1994-07-23,1995-07-23
12357,41576,1998-12-19,1999-12-19
12358,68256,1996-04-29,1997-04-29
12359,84492,1991-12-13,1992-12-12
12360,40000,1995-02-02,1996-02-02
12361,40883,1992-06-05,1993-06-05
12362,50058,1991-06-13,1992-06-12
12363,57141,1987-09-16,1988-09-15
12364,42337,1998-11-02,1999-11-02
12365,40000,1988-09-12,1989-09-12
12366,40000,1994-07-16,1995-07-16
12367,40000,1992-02-17,1993-02-16
12368,45415,1992-06-14,1993-06-14
12369,51648,1987-04-19,1988-04-18
12370,40000,1994-01-29,1995-01-29
12371,44303,1996-05-11,1997-05-11
12372,41042,1990-10-25,1991-10-25
12373,75986,1993-11-11,1994-11-11
12374,80760,1996-03-31,1997-03-31
12375,42961,1996-07-17,1997-07-17
12376,57632,1986-11-11,1987-11-11
12377,42664,1991-03-17,1992-03-16
12378,41040,1991-09-24,1992-09-23
12379,43508,1996-06-02,1997-06-02
12380,40000,1991-09-03,1991-09-15
12381,42211,1989-06-24,1990-06-24
12382,66365,1991-12-20,1992-12-19
12383,40000,1995-03-02,1996-03-01
12384,40000,1990-06-28,1991-06-28
12385,50107,1997-05-03,1998-05-03
12386,40000,1993-10-19,1994-10-19
12387,40000,1986-06-09,1987-06-09
12388,40000,1997-09-11,1998-09-11
12389,40000,1999-11-02,2000-11-01
12390,75856,1997-07-09,1998-07-09
12391,49039,1991-09-03,1992-09-02
12392,40000,1987-09-13,1988-09-12
12393,69056,1992-10-19,1993-01-07
12394,40000,1998-09-26,1999-09-26
12395,66909,1995-06-05,1996-06-04
12396,75774,1988-11-02,1989-11-02
12397,40000,1987-08-18,1988-08-17
12398,66676,1993-05-01,1994-04-05
12399,85582,1987-12-07,1988-12-06
12400,94617,1999-02-28,2000-02-28
12401,51193,1994-11-25,1995-11-25
12402,63446,1997-12-05,1998-12-05
12403,67679,1995-02-05,1996-02-05
12404,40000,1985-12-14,1986-12-14
12405,40000,1989-07-16,1990-07-16
12406,42913,1985-02-05,1986-02-05
12407,40000,1993-12-03,1994-12-03
12408,40000,1995-04-18,1996-04-17
12409,40000,1995-01-21,1996-01-21
12410,40000,1988-04-28,1989-04-28
12411,97610,1986-08-17,1987-08-17
12412,52914,1998-12-20,1999-12-20
12413,53179,1994-03-04,1995-03-04
12414,69837,1991-07-07,1992-07-06
12415,53615,1994-10-17,1995-10-17
12416,52598,1998-02-14,1999-02-14
12417,67342,1998-02-02,1999-02-02
12418,61035,1996-05-08,1997-05-08
12419,47860,1985-08-19,1986-08-19
12420,77427,1996-11-28,1997-11-28
12421,52691,1991-10-30,1992-10-29
12422,71376,1993-06-07,1994-06-07
12423,40099,1990-07-30,1991-07-30
12424,64463,1994-05-24,1995-05-24
12425,85593,1988-04-27,1989-04-27
12426,40000,1999-05-17,2000-05-16
12427,40000,1992-09-09,1993-09-09
12428,40000,1989-06-21,1990-06-21
12429,40000,1999-06-05,2000-06-04
12430,72430,1987-08-15,1988-08-14
12431,48081,1987-10-09,1988-10-08
12432,47127,1991-07-03,1992-07-02
12433,40000,1987-08-04,1988-08-03
12434,40000,1994-09-11,1995-09-11
12435,86207,1995-06-28,1996-06-27
12436,51913,1998-08-27,1999-08-27
12437,40000,1987-08-26,1988-08-25
12438,109440,1991-12-20,1992-12-19
12439,48780,1990-10-22,1991-10-22
12440,40000,1996-08-14,1997-08-14
12441,40000,1999-03-19,2000-03-18
12442,51750,1989-11-27,1990-11-27
12443,40000,1992-07-09,1993-07-09
12444,40000,1987-08-16,1988-08-15
12445,68511,1986-02-01,1987-02-01
12446,49739,1987-11-06,1988-11-05
12447,40000,1985-02-10,1986-02-10
12448,63278,1988-01-04,1989-01-03
12449,40000,1995-06-18,1996-06-17
12450,40000,1992-02-02,1993-02-01
12451,40000,1986-11-26,1987-11-26
12452,40000,1997-09-28,1998-09-28
12453,74339,1985-12-12,1986-12-12
12454,41347,1998-12-18,1999-12-18
12455,40000,1997-04-06,1998-04-06
12456,57204,1996-06-20,1997-06-20
12457,61904,1990-01-27,1991-01-27
12458,40000,1987-02-13,1988-02-13
12459,40000,1992-09-05,1993-09-05
12460,79268,1998-07-10,1999-07-10
12461,73223,1998-08-15,1999-08-15
12462,70123,1999-11-23,2000-11-22
12463,40000,1991-07-03,1992-07-02
12464,50448,1998-06-01,1999-06-01
12465,70703,1985-11-22,1986-11-22
12466,65175,1994-02-19,1995-02-19
12467,40000,1994-10-06,1995-10-06
12468,41627,1993-12-08,1994-12-08
12469,40000,1987-03-01,1988-02-29
12470,42070,1996-02-29,1997-02-28
12471,59020,1995-07-13,1996-07-12
12472,70082,1985-12-10,1986-12-10
12473,70400,1996-08-15,1997-08-15
12474,54978,1998-11-27,1999-11-27
12475,40000,1987-04-26,1988-04-25
12476,40000,1987-04-06,1988-04-05
12477,49358,1991-06-25,1992-06-24
12478,50404,1991-07-06,1992-07-05
12479,72984,1997-05-25,1998-05-25
12480,62415,1997-12-21,1998-12-21
12481,40000,1985-05-11,1986-05-11
12482,45647,1993-08-12,1994-08-12
12483,40000,1994-03-29,1995-03-29
12484,57031,1995-06-23,1996-06-22
12485,50468,1991-10-13,1992-10-12
12486,46454,1996-10-16,1997-10-16
12487,40000,1998-12-07,1999-12-07
12488,40000,1990-04-27,1991-04-27
12489,63306,1986-04-11,1987-04-11
12490,40000,1994-05-09,1995-05-09
12491,51761,1994-02-09,1995-02-09
12492,59589,1992-11-16,1993-11-16
12493,40000,1988-08-08,1988-12-04
12494,62840,1998-08-02,1999-08-02
12495,60091,1999-12-13,2000-12-12
12496,48654,1996-03-15,1997-03-15
12497,81191,1989-09-25,1990-09-25
12498,61197,1986-05-09,1987-05-09
12499,69706,1990-08-27,1991-08-27
12500,40000,1997-05-11,1998-05-11
12501,76082,1986-06-05,1987-06-05
12502,40000,1989-06-06,1990-06-06
12503,40000,1991-03-30,1992-03-29
12504,40000,1997-08-14,1998-08-14
12505,40423,1999-08-24,2000-08-23
12506,50229,1990-08-29,1991-08-29
12507,73120,1993-09-09,1994-09-09
12508,40000,1991-08-15,1992-08-14
12509,40000,1991-09-26,1992-09-25
12510,40000,1985-05-15,1986-05-15
12511,51778,1993-02-01,1994-02-01
12512,40000,1996-08-05,1996-09-20
12513,61033,1985-10-30,1986-10-30
12514,54241,1999-11-13,2000-11-12
12515,50655,1994-01-27,1995-01-27
12516,40000,1990-03-06,1991-03-06
12517,48662,1990-01-08,1991-01-08
12518,43828,1990-02-26,1991-02-26
12519,60454,1999-09-28,2000-09-27
12520,40000,1999-03-06,2000-03-05
12521,40067,1997-10-01,1998-10-01
12522,47733,1999-01-28,2000-01-28
12523,94760,1990-01-22,1991-01-22
12524,42824,1996-12-19,1997-12-19
12525,45737,1990-01-25,1991-01-25
12526,79420,1989-04-06,1990-04-06
12527,52695,1994-03-12,1995-03-12
12528,40000,1988-09-24,1989-09-24
12529,40000,1989-11-09,1990-11-09
12530,53278,1992-03-12,1993-03-12
12531,40000,1991-03-09,1992-03-08
12532,40000,1991-12-12,1992-12-11
12533,48659,1987-07-13,1988-07-12
12534,66715,1985-08-14,1986-08-14
12535,43693,1991-02-22,1992-02-22
12536,67857,1998-11-23,1999-11-23
12537,85107,1992-05-19,1993-05-19
12538,49779,1987-04-09,1988-04-08
12539,45077,1989-07-07,1990-07-07
12540,40000,1998-11-28,1999-11-28
12541,93105,1988-08-31,1989-08-31
12542,44176,1987-09-12,1988-09-11
12543,42623,1994-12-05,1995-12-05
12544,43653,1995-04-09,1996-04-08
12545,40000,1990-05-07,1990-07-21
12546,85066,1988-06-05,1989-06-05
12547,40000,1996-11-23,1997-11-23
12548,55789,1990-06-28,1991-06-28
12549,40000,1998-09-15,1999-09-15
12550,44293,1999-05-14,2000-05-13
12551,40000,1987-12-04,1988-12-03
12552,91393,1998-08-22,1999-08-22
12553,40000,1987-02-28,1988-02-28
12554,55348,1985-08-29,1986-08-29
12555,68051,1995-07-23,1996-07-22
12556,40000,1990-01-14,1991-01-14
12557,41840,1988-03-20,1989-03-20
12558,40000,1989-08-12,1990-08-12
12559,41375,1993-08-20,1994-08-18
12560,45562,1986-05-19,1987-05-19
12561,40000,1997-12-23,1998-12-23
12562,55075,1997-06-24,1998-06-24
12563,40000,1998-03-08,1999-03-08
12564,76772,1998-11-03,1999-11-03
12565,82557,1989-06-16,1990-06-16
12566,40000,1989-01-29,1990-01-29
12567,71451,1992-06-21,1993-06-21
12568,40000,1997-04-15,1998-04-15
12569,71357,1991-10-15,1992-10-14
12570,40000,1985-03-28,1986-03-28
12571,53163,1997-04-23,1998-04-23
12572,50764,1995-11-23,1996-11-22
12573,78532,1998-08-02,1999-08-02
12574,66284,1999-01-08,2000-01-08
12575,71204,1996-12-01,1997-12-01
12576,66325,1999-01-12,2000-01-12
12577,54569,1999-11-07,2000-11-06
12578,40000,1986-07-28,1987-07-28
12579,40000,1992-09-06,1993-09-06
12580,43808,1991-03-04,1992-03-03
12581,40000,1993-03-23,1994-03-23
12582,55630,1987-02-07,1988-02-07
12583,49844,1996-08-27,1997-08-27
12584,40000,1995-12-06,1996-12-05
12585,47222,1996-12-19,1997-12-19
12586,50972,1994-04-30,1995-04-30
12587,70421,1988-11-29,1989-11-29
12588,49125,1997-02-08,1998-02-08
12589,59441,1988-09-08,1989-09-08
12590,72208,1993-02-25,1994-02-25
12591,88409,1997-10-15,1998-10-15
12592,40000,1988-09-27,1989-09-27
12593,64244,1990-09-13,1991-09-13
12594,40000,1995-11-27,1996-11-26
12595,64989,1994-07-19,1995-07-19
12596,40000,1996-09-29,1997-09-29
12597,63589,1999-12-13,2000-12-12
12598,81715,1996-10-28,1997-10-28
12599,59275,1994-03-28,1995-01-25
12600,43910,1986-09-23,1987-09-23
12601,41714,1992-07-09,1993-07-09
12602,44211,1991-10-31,1992-10-30
12603,43168,1997-06-10,1998-06-10
12604,77262,1990-10-13,1991-10-13
12605,73698,1990-02-19,1991-02-19
12606,40000,1997-09-17,1998-09-17
12607,58602,1997-12-24,1998-12-24
12608,40000,1991-02-22,1992-02-22
12609,40000,1998-07-11,1999-07-11
12610,42434,1996-02-01,1997-01-31
12611,40000,2000-01-07,2001-01-06
12612,92187,1999-05-29,2000-05-28
12613,45197,1995-01-29,1996-01-29
12614,51633,1997-06-05,1998-03-10
12615,40000,1988-09-01,1989-09-01
12616,40000,1992-11-27,1993-11-27
12617,55663,1991-03-03,1992-03-02
12618,50415,1994-06-03,1995-06-03
12619,47051,1991-10-18,1992-10-17
12620,83622,1988-09-16,1989-09-16
12621,40000,1987-04-03,1988-04-02
12622,46826,1996-09-11,1997-09-11
12623,79700,1991-11-04,1992-11-03
12624,63183,1986-01-25,1987-01-25
12625,62245,1992-03-03,1993-03-03
12626,61375,1990-09-25,1991-09-25
12627,76484,1995-04-10,1996-04-09
12628,40000,1995-01-30,1996-01-30
12629,68257,1991-02-22,1992-02-22
12630,41052,1989-06-03,1990-06-03
12631,58639,1988-09-25,1989-09-25
12632,66821,1987-06-10,1988-06-09
12633,40000,1990-07-13,1991-07-13
12634,40000,1990-03-19,1991-03-19
12635,40000,1995-02-03,1996-02-03
12636,40000,1989-10-22,1990-10-22
12637,44370,1990-11-02,1991-11-02
12638,56677,1999-04-29,2000-04-28
12639,40000,1994-05-21,1995-05-21
12640,75062,1996-05-29,1997-05-29
12641,56644,1993-05-01,1994-05-01
12642,68271,1996-10-28,1997-10-28
12643,114784,1998-12-31,1999-12-31
12644,40000,1989-10-29,1990-10-28
12645,63135,1999-05-21,2000-05-20
12646,59031,1998-07-30,1999-07-30
12647,69533,1999-08-10,2000-08-09
12648,81440,1997-10-29,1998-10-29
12649,58446,1985-10-05,1986-10-05
12650,40000,1986-05-22,1987-05-22
12651,75150,1988-01-27,1989-01-26
12652,78209,1994-05-15,1995-05-15
12653,40000,1988-04-07,1989-04-07
12654,40662,1986-07-24,1987-07-24
12655,46933,1985-12-12,1986-12-12
12656,70030,1994-06-27,1995-06-27
12657,53803,1995-06-30,1996-06-29
12658,73254,1985-03-28,1986-03-28
12659,54389,1997-03-23,1998-03-23
12660,88278,1990-11-23,1991-11-23
12661,43394,1993-12-12,1994-12-12
12662,69016,1985-08-27,1986-08-27
12663,49966,1986-09-29,1987-09-29
12664,40000,1999-08-04,2000-08-03
12665,68848,1995-06-01,1996-05-31
12666,40000,1998-04-19,1999-04-19
12667,55737,1985-12-18,1986-12-18
12668,73509,1992-08-02,1993-08-02
12669,60719,1987-05-30,1988-05-29
12670,45281,1999-09-10,2000-09-09
12671,42099,1990-12-09,1991-12-09
12672,54041,1998-04-02,1999-04-02
12673,81758,1997-04-22,1998-04-22
12674,72992,1999-01-08,1999-04-01
12675,79420,1987-11-20,1988-11-19
12676,54933,1998-04-28,1999-04-28
12677,63890,1996-02-15,1997-02-14
12678,44529,1999-06-26,2000-04-22
12679,40000,1985-02-26,1986-02-26
12680,46321,1995-11-12,1996-11-11
12681,90711,1987-12-20,1988-12-19
12682,53386,1987-07-11,1988-07-10
12683,66507,1996-05-22,1997-05-22
12684,80980,1994-11-02,1995-11-02
12685,55726,1996-11-02,1997-11-02
12686,40000,1988-07-18,1989-07-18
12687,78376,1998-04-12,1999-04-12
12688,40000,1989-12-05,1990-12-05
12689,59689,1992-11-23,1993-11-23
12690,80991,1991-11-17,1992-11-16
12691,48493,1992-08-25,1993-08-25
12692,52983,1989-07-20,1990-07-20
12693,40000,1986-03-03,1987-03-03
12694,53019,1995-12-01,1996-11-30
12695,44911,1986-07-23,1987-07-23
12696,40000,1990-09-03,1991-09-03
12697,40000,1986-07-11,1987-07-11
12698,77063,1996-05-24,1997-05-24
12699,41895,1985-09-24,1986-09-24
12700,40000,1991-04-01,1992-03-31
12701,65748,1994-11-07,1995-11-07
12702,40000,1996-10-02,1997-10-02
12703,98333,1985-11-22,1986-11-22
12704,53641,1994-07-16,1995-07-16
12705,53892,1986-08-07,1987-08-07
12706,59515,1994-05-08,1995-05-08
12707,53664,1998-06-24,1999-06-24
12708,53384,1994-07-30,1995-07-30
12709,45510,1995-02-26,1996-02-26
12710,59137,1990-01-20,1991-01-20
12711,48648,1986-11-21,1987-11-21
